,cleave,0,1,2,3,4,5,6,7
1330,-1,8,9,18,15,14,10,2,9
1331,-1,17,4,1,18,14,9,8,17
1332,-1,9,18,18,13,10,17,12,17
1333,-1,12,3,18,9,14,10,17,4
1334,-1,14,19,13,10,17,4,4,9
1335,-1,18,12,3,8,14,9,10,18
1336,-1,1,19,18,13,1,7,9,6
1337,-1,4,5,18,12,17,13,13,10
1338,-1,8,7,3,7,3,7,13,5
1339,-1,17,19,4,17,19,19,17,4
1340,-1,9,6,15,14,9,18,18,13
1341,-1,4,17,19,19,17,4,20,19
1342,-1,14,4,13,5,9,12,10,9
1343,-1,12,19,1,16,14,8,20,13
1344,-1,20,18,6,16,3,10,4,8
1345,-1,9,1,10,17,4,18,8,13
1346,-1,4,12,13,20,12,17,13,18
1347,-1,9,6,16,13,1,8,5,14
1348,-1,9,9,16,18,17,18,10,3
1349,-1,13,5,7,6,20,14,10,4
1350,-1,20,4,10,7,13,3,9,19
1351,-1,5,9,9,14,12,13,3,8
1352,-1,14,10,6,8,13,7,13,1
1353,-1,18,17,3,16,14,20,1,10
1354,-1,7,10,18,8,7,13,8,16
1355,-1,12,13,20,12,17,13,18,5
1356,-1,8,10,4,13,5,9,9,14
1357,-1,8,4,14,10,8,9,9,4
1358,-1,13,1,6,10,9,9,9,9
1359,-1,10,6,8,8,14,1,14,13
1360,-1,4,13,5,9,9,14,12,13
1361,-1,11,15,6,1,7,17,12,3
1362,-1,6,9,20,1,15,11,15,6
1363,-1,7,13,8,16,13,8,4,17
1364,-1,10,9,13,6,11,3,6,13
1365,-1,13,10,17,12,17,17,12,14
1366,-1,14,7,15,17,9,8,4,4
1367,-1,16,11,17,9,8,10,4,13
1368,-1,3,5,15,4,10,12,9,15
1369,-1,14,19,17,20,14,8,20,14
1370,-1,17,8,13,16,8,12,12,4
1371,-1,17,4,4,9,8,9,1,10
1372,-1,4,3,5,15,9,20,17,1
1373,-1,7,6,18,20,20,3,13,16
1374,-1,6,10,17,17,13,3,9,9
1375,-1,14,20,1,10,6,8,8,14
1376,-1,19,17,18,12,3,8,14,9
1377,-1,20,14,10,4,9,4,13,8
1378,-1,15,4,17,9,10,6,9,1
1379,-1,12,12,4,17,13,6,8,15
1380,-1,11,4,9,4,6,9,8,16
1381,-1,1,17,19,8,13,4,19,4
1382,-1,6,12,4,14,18,3,9,10
1383,-1,10,15,19,6,10,17,17,13
1384,-1,9,10,18,6,9,10,12,19
1385,-1,13,8,7,7,7,7,7,7
1386,-1,14,18,3,9,10,18,16,1
1387,-1,8,17,17,4,16,8,18,8
1388,-1,17,12,3,18,9,14,10,17
1389,-1,4,4,10,15,14,7,10,10
1390,-1,7,7,13,6,7,10,18,8
1391,-1,10,13,8,14,9,4,17,19
1392,-1,13,5,9,12,10,9,17,6
1393,-1,6,16,13,1,8,5,14,16
1394,-1,3,8,18,8,20,14,20,11
1395,-1,8,19,6,9,17,13,9,5
1396,-1,10,18,6,9,10,12,19,1
1397,-1,8,16,9,8,6,13,4,12
1398,-1,4,17,19,4,17,19,19,17
1399,-1,17,9,8,4,4,10,15,14
1400,-1,14,6,19,9,6,16,13,1
1401,-1,5,15,4,10,12,9,15,17
1402,-1,12,17,13,18,5,1,8,9
1403,-1,18,8,20,14,20,11,3,3
1404,-1,1,10,14,3,16,6,10,4
1405,-1,17,13,13,10,18,9,10,19
1406,-1,8,8,4,14,10,8,9,9
1407,-1,19,17,18,14,13,8,18,10
1408,-1,9,4,13,18,7,6,18,20
1409,-1,9,14,12,13,3,8,18,8
1410,-1,5,15,9,20,17,1,5,17
1411,-1,12,18,10,13,14,6,19,9
1412,-1,16,8,18,8,19,6,9,17
1413,-1,9,10,18,3,5,15,4,10
1414,-1,7,7,7,7,7,7,13,6
1415,-1,1,15,11,15,6,1,7,17
1416,-1,18,3,5,15,4,10,12,9
1417,-1,17,1,5,17,8,13,16,8
1418,-1,20,1,10,6,8,8,14,1
1419,-1,14,13,8,18,10,13,4,9
1420,-1,4,19,4,5,18,12,17,13
1421,-1,18,3,6,1,1,12,15,4
1422,-1,5,17,8,13,16,8,12,12
1423,-1,4,10,15,14,7,10,10,15
1424,-1,7,10,10,15,19,6,10,17
1425,-1,1,6,10,9,9,9,9,16
1426,-1,8,4,17,18,13,18,9,10
1427,-1,14,13,3,9,16,4,16,4
1428,-1,10,4,8,6,14,7,15,17
1429,-1,19,4,5,18,12,17,13,13
1430,-1,16,18,17,18,10,3,18,6
1431,-1,6,19,9,6,16,13,1,8
1432,-1,16,8,12,12,4,17,13,6
1433,-1,3,9,10,18,16,1,6,8
1434,-1,6,13,9,18,9,14,19,13
1435,-1,17,4,4,1,4,10,4,10
1436,-1,6,14,7,15,17,9,8,4
1437,-1,16,13,1,8,5,14,16,16
1438,-1,12,13,3,8,18,8,20,14
1439,-1,20,14,8,20,14,4,13,5
1440,-1,9,8,17,17,4,16,8,18
1441,-1,6,7,10,18,8,7,13,8
1442,-1,10,6,8,13,7,13,1,6
1443,-1,20,18,3,6,1,1,12,15
1444,-1,13,6,11,3,6,13,9,18
1445,-1,14,16,16,11,17,9,8,10
1446,-1,10,2,9,10,10,15,6,17
1447,-1,3,16,17,9,19,15,9,10
1448,-1,3,7,13,5,7,6,20,14
1449,-1,6,14,6,14,19,17,20,14
1450,-1,9,6,8,6,6,12,4,14
1451,-1,14,9,18,18,13,10,17,12
1452,-1,15,9,10,18,3,5,15,4
1453,-1,6,15,14,9,18,18,13,10
1454,-1,7,7,7,13,6,7,10,18
1455,-1,8,8,14,1,14,13,3,9
1456,-1,4,18,8,13,10,17,4,4
1457,-1,16,9,8,6,13,4,12,13
1458,-1,6,20,18,17,12,9,6,15
1459,-1,9,10,19,20,14,10,4,9
1460,-1,6,8,6,6,12,4,14,18
1461,-1,14,1,14,13,3,9,16,4
1462,-1,8,13,10,17,4,4,1,4
1463,-1,13,3,9,19,17,18,14,13
1464,-1,16,1,6,8,15,9,8,10
1465,-1,20,20,3,13,16,9,3,10
1466,-1,9,16,18,17,18,10,3,18
1467,-1,17,13,18,5,1,8,9,9
1468,-1,9,8,16,9,8,6,13,4
1469,-1,18,10,3,18,6,3,1,20
1470,-1,13,10,17,4,4,1,4,10
1471,-1,14,10,4,9,4,13,8,18
1472,-1,18,14,9,8,17,17,4,16
1473,-1,16,16,11,17,9,8,10,4
1474,-1,7,7,7,7,7,13,6,7
1475,-1,17,17,4,16,8,18,8,19
1476,-1,13,14,6,19,9,6,16,13
1477,-1,4,18,14,10,6,8,13,7
1478,-1,19,1,16,14,8,20,13,6
1479,-1,9,18,9,14,19,13,10,17
1480,-1,13,8,7,3,7,3,7,13
1481,-1,17,4,18,8,13,10,17,4
1482,-1,10,18,9,10,19,20,14,10
1483,-1,8,14,9,10,18,6,9,10
1484,-1,9,8,6,13,4,12,13,20
1485,-1,8,20,14,20,11,3,3,10
1486,-1,7,9,6,8,6,6,12,4
1487,-1,19,15,9,10,18,3,5,15
1488,-1,11,3,3,10,20,18,6,16
1489,-1,6,1,1,12,15,4,17,9
1490,-1,12,10,9,17,6,9,20,1
1491,-1,4,8,6,14,7,15,17,9
1492,-1,18,9,14,19,13,10,17,4
1493,-1,10,18,16,1,6,8,15,9
1494,-1,14,9,4,17,19,4,17,19
1495,-1,6,10,9,9,9,9,16,18
1496,-1,13,10,18,9,10,19,20,14
1497,-1,9,9,9,9,16,18,17,18
1498,-1,4,4,9,8,9,1,10,18
1499,-1,18,8,13,10,17,4,4,1
1500,-1,9,9,3,16,17,9,19,15
1501,-1,8,13,4,19,4,5,18,12
1502,-1,19,4,18,14,10,6,8,13
1503,-1,9,10,12,19,1,16,14,8
1504,-1,17,13,9,5,9,10,13,8
1505,-1,20,13,6,8,9,18,15,14
1506,-1,7,15,17,9,8,4,4,10
1507,-1,12,9,6,15,14,9,18,18
1508,-1,11,3,6,13,9,18,9,14
1509,-1,19,18,13,1,7,9,6,8
1510,-1,7,13,5,7,6,20,14,10
1511,-1,8,7,7,7,7,7,7,13
1512,-1,11,17,9,8,10,4,13,5
1513,-1,4,10,18,12,14,8,8,4
1514,-1,6,20,14,10,4,9,4,13
1515,-1,9,20,1,15,11,15,6,1
1516,-1,20,12,17,13,18,5,1,8
1517,-1,18,18,13,10,17,12,17,17
1518,-1,3,8,14,9,10,18,6,9
1519,-1,10,14,3,16,6,10,4,18
1520,-1,9,18,15,14,10,2,9,10
1521,-1,13,10,17,4,4,9,8,9
1522,-1,8,9,1,10,18,4,8,2
1523,-1,9,4,6,9,8,16,9,8
1524,-1,13,7,13,1,6,10,9,9
1525,-1,10,17,4,18,8,13,10,17
1526,-1,14,10,8,9,9,4,9,18
1527,-1,4,12,15,4,8,10,9,4
1528,-1,18,9,10,19,20,14,10,4
1529,-1,8,6,14,7,15,17,9,8
1530,-1,3,10,4,8,6,14,7,15
1531,-1,8,18,8,19,6,9,17,13
1532,-1,9,8,4,4,10,15,14,7
1533,-1,10,1,19,18,13,1,7,9
1534,-1,10,6,9,1,6,20,18,17
1535,-1,1,14,13,3,9,16,4,16
1536,-1,13,18,9,10,9,13,6,11
1537,-1,10,7,13,3,9,19,17,18
1538,-1,10,3,4,3,5,15,9,20
1539,-1,20,12,18,10,13,14,6,19
1540,-1,2,9,10,10,15,6,17,9
1541,-1,18,15,14,10,2,9,10,10
1542,-1,18,17,12,9,6,15,14,9
1543,-1,8,7,13,8,16,13,8,4
1544,-1,15,6,1,7,17,12,3,18
1545,-1,8,18,17,3,16,14,20,1
1546,-1,18,13,10,17,12,17,17,12
1547,-1,8,15,20,14,20,12,18,10
1548,-1,4,6,9,8,16,9,8,6
1549,-1,1,7,17,12,3,18,9,14
1550,-1,7,7,7,7,13,6,7,10
1551,-1,10,19,20,14,10,4,9,4
1552,-1,3,10,20,18,6,16,3,10
1553,-1,4,10,7,13,3,9,19,17
1554,-1,14,8,20,14,4,13,5,9
1555,-1,1,1,12,15,4,17,9,10
1556,-1,20,19,14,1,17,19,8,13
1557,-1,3,6,1,1,12,15,4,17
1558,-1,13,6,8,15,20,14,20,12
1559,-1,9,16,4,16,4,10,18,12
1560,-1,9,4,17,19,4,17,19,19
1561,-1,4,16,4,10,18,12,14,8
1562,-1,9,10,13,8,14,9,4,17
1563,-1,15,4,8,10,9,4,13,18
1564,-1,18,9,10,9,13,6,11,3
1565,-1,10,17,17,13,3,9,9,7
1566,-1,14,9,8,17,17,4,16,8
1567,-1,19,17,20,14,8,20,14,4
1568,-1,8,6,6,12,4,14,18,3
1569,-1,15,19,6,10,17,17,13,3
1570,-1,10,17,4,4,9,8,9,1
1571,-1,17,13,6,8,15,20,14,20
1572,-1,14,6,14,6,14,19,17,20
1573,-1,18,10,13,4,9,3,16,19
1574,-1,9,10,18,16,1,6,8,15
1575,-1,8,14,1,14,13,3,9,16
1576,-1,7,13,3,9,19,17,18,14
1577,-1,13,8,18,10,13,4,9,3
1578,-1,18,13,18,9,10,9,13,6
1579,-1,13,18,7,6,18,20,20,3
1580,-1,15,14,10,2,9,10,10,15
1581,-1,14,9,4,13,13,5,10,19
1582,-1,10,17,12,17,17,12,14,9
1583,-1,14,8,20,13,6,8,9,18
1584,-1,10,17,4,1,18,14,9,8
1585,-1,18,13,1,7,9,6,8,6
1586,-1,15,14,7,10,10,15,19,6
1587,-1,12,15,4,17,9,10,6,9
1588,-1,9,5,9,10,13,8,14,9
1589,-1,1,7,9,6,8,6,6,12
1590,-1,17,12,14,9,17,4,10,14
1591,-1,5,7,6,20,14,10,4,9
1592,-1,12,14,8,8,4,14,10,8
1593,-1,10,18,12,14,8,8,4,14
1594,-1,3,9,9,7,14,9,4,13
1595,-1,13,16,8,12,12,4,17,13
1596,-1,13,3,8,18,8,20,14,20
1597,-1,19,20,14,10,4,9,4,13
1598,-1,17,18,12,3,8,14,9,10
1599,-1,5,16,18,13,10,3,4,3
1600,-1,8,5,14,16,16,11,17,9
1601,-1,19,17,4,20,19,14,1,17
1602,-1,17,9,10,6,9,1,6,20
1603,-1,4,17,9,10,6,9,1,6
1604,-1,17,18,13,18,9,10,9,13
1605,-1,13,1,8,5,14,16,16,11
1606,-1,5,9,10,13,8,14,9,4
1607,-1,12,14,9,17,4,10,14,1
1608,-1,9,1,6,20,18,17,12,9
1609,-1,19,8,13,4,19,4,5,18
1610,-1,7,3,7,3,7,13,5,7
1611,1,4,10,4,10,1,4,12,15
1612,1,6,19,8,10,6,4,7,6
1613,1,7,20,6,5,13,17,20,6
1614,1,6,3,1,20,5,16,18,13
1615,1,10,19,11,6,20,4,10,7
1616,1,4,9,18,20,10,1,19,18
1617,1,18,4,8,2,17,4,11,4
1618,1,17,14,3,5,19,4,18,14
1619,1,10,4,18,12,8,18,17,3
1620,1,14,11,8,5,4,4,7,6
1621,1,6,19,8,10,1,4,7,6
1622,1,14,1,8,20,10,1,10,14
1623,1,3,16,1,3,1,4,4,3
1624,1,16,9,3,10,8,1,4,8
1627,-1,1,1,1,11,16,16,1,8
1636,1,1,4,1,11,16,14,18,17
1641,1,1,4,17,5,20,18,3,9
1654,1,1,14,12,20,13,8,18,10
1662,-1,1,15,12,10,1,4,1,11
1663,1,1,15,12,10,5,4,1,10
1664,1,1,15,12,10,5,8,1,10
1665,1,1,15,12,10,5,14,1,10
1666,1,1,15,12,10,5,18,1,10
1667,1,1,15,12,20,13,4,1,10
1668,1,1,15,12,20,13,8,18,10
1670,-1,1,15,16,10,1,4,1,11
1674,-1,1,15,18,10,1,1,1,11
1675,-1,1,15,18,10,1,3,1,11
1683,-1,1,15,18,10,1,4,3,11
1689,-1,1,15,18,10,1,6,1,11
1691,-1,1,15,18,10,1,12,1,11
1692,-1,1,15,18,10,1,14,1,11
1694,1,1,15,18,10,5,1,1,10
1695,1,1,15,18,10,5,3,1,10
1696,1,1,15,18,10,5,4,1,10
1698,1,1,15,18,10,5,8,1,10
1699,1,1,15,18,10,5,12,1,10
1700,1,1,15,18,10,5,14,1,10
1701,1,1,15,18,10,5,17,1,10
1702,1,1,15,18,10,5,18,1,10
1711,-1,1,15,18,18,1,4,1,11
1713,1,1,15,18,20,13,4,1,10
1781,-1,5,7,18,12,6,10,18,9
1784,-1,5,14,18,12,6,10,18,9
1785,1,5,15,16,6,18,4,17,17
1786,-1,5,16,18,12,6,10,18,9
1789,-1,5,18,18,12,6,10,18,9
1800,-1,6,6,15,8,12,18,1,10
1822,-1,6,15,8,12,18,1,10,18
1826,-1,6,16,6,6,15,8,12,18
1829,-1,6,16,6,18,20,14,10,16
1836,-1,6,18,1,10,16,1,10,18
1837,-1,6,18,5,16,18,12,6,10
1841,-1,6,18,20,14,10,16,1,10
1856,-1,8,12,18,1,10,18,13,9
1870,-1,9,6,16,6,6,15,8,12
1873,-1,9,6,16,6,18,20,14,10
1878,-1,9,9,10,18,18,14,13,9
1887,-1,9,16,6,18,5,16,18,12
1894,-1,9,17,9,9,10,18,18,14
1895,-1,9,17,9,18,9,18,18,14
1896,-1,9,17,9,18,10,9,18,14
1899,-1,9,18,9,18,18,14,13,9
1900,-1,9,18,10,9,18,14,13,9
1973,1,13,1,16,19,10,1,11,17
2057,-1,14,1,12,5,10,6,9,8
2065,1,14,8,17,10,13,9,15,13
2068,-1,14,10,16,1,10,18,13,9
2080,-1,15,8,12,18,1,10,18,13
2082,1,15,9,18,10,5,10,3,6
2089,1,15,14,12,20,13,8,1,10
2102,1,16,2,12,5,13,14,8,17
2129,1,16,5,12,5,6,14,8,17
2130,1,16,5,12,5,10,14,8,17
2131,1,16,5,12,5,13,10,8,17
2132,1,16,5,12,5,13,13,8,17
2133,1,16,5,12,5,13,14,3,17
2134,1,16,5,12,5,13,14,8,8
2136,1,16,5,12,5,13,14,18,17
2137,1,16,5,12,16,13,14,8,17
2138,1,16,5,12,20,13,14,8,17
2139,1,16,5,17,5,13,14,8,17
2142,1,16,5,20,5,13,14,8,17
2147,-1,16,6,6,15,8,12,18,1
2175,-1,16,6,18,5,16,18,12,6
2186,-1,16,6,18,5,20,17,10,18
2196,-1,16,6,18,20,14,10,16,1
2201,1,16,9,12,20,13,8,18,14
2210,1,16,12,12,20,13,8,18,14
2226,1,16,14,12,20,10,8,18,14
2227,1,16,14,12,20,13,1,18,14
2229,1,16,14,12,20,13,8,4,14
2231,1,16,14,12,20,13,8,8,14
2233,1,16,14,12,20,13,8,18,4
2234,1,16,14,12,20,13,8,18,10
2235,1,16,14,12,20,13,8,18,13
2239,1,16,14,12,20,13,12,18,14
2241,1,16,14,12,20,13,18,18,14
2242,1,16,14,12,20,17,8,18,14
2248,-1,16,14,14,20,13,8,18,14
2274,1,16,20,12,5,13,14,8,17
2284,1,17,5,12,5,13,14,8,17
2312,1,17,10,12,5,13,14,8,17
2326,1,17,16,2,20,2,7,6,17
2340,-1,18,5,16,18,12,6,10,18
2352,-1,18,20,14,10,16,1,10,18
2361,1,20,5,12,5,13,14,8,17
2365,-1,20,14,10,16,1,10,18,13
2371,-1,1,1,1,6,9,16,6,6
2372,-1,1,1,1,18,3,1,6,11
2373,-1,1,1,6,9,16,6,6,6
2374,1,1,1,10,1,10,4,20,6
2375,-1,1,1,12,3,6,13,11,13
2376,-1,1,1,16,1,1,1,18,3
2377,-1,1,1,17,4,13,4,10,10
2378,-1,1,1,18,3,1,6,11,1
2379,-1,1,3,6,20,1,18,3,15
2380,-1,1,3,9,18,13,9,17,1
2381,-1,1,3,10,14,12,3,4,18
2382,-1,1,3,10,17,3,17,1,14
2383,-1,1,3,17,16,18,3,10,4
2384,-1,1,4,5,14,17,9,17,4
2385,-1,1,4,6,6,6,1,9,5
2386,-1,1,4,9,4,10,4,4,15
2387,-1,1,4,10,9,1,10,10,14
2388,-1,1,4,12,14,1,4,16,15
2389,-1,1,4,12,18,18,8,18,1
2390,-1,1,4,18,4,14,18,4,10
2391,-1,1,5,11,6,13,10,9,9
2392,-1,1,5,17,2,20,10,3,1
2393,-1,1,6,1,16,1,17,5,13
2394,-1,1,6,1,18,4,9,6,18
2395,-1,1,6,5,1,6,3,3,1
2396,1,1,6,8,15,10,10,13,16
2397,-1,1,6,9,16,6,6,6,6
2398,-1,1,6,11,1,11,1,6,14
2399,-1,1,6,14,16,13,18,10,15
2400,-1,1,6,16,18,13,1,8,14
2401,-1,1,6,17,20,6,1,16,16
2402,-1,1,8,8,3,13,6,3,16
2403,-1,1,8,12,14,6,6,10,17
2404,-1,1,9,5,9,9,20,4,4
2405,-1,1,9,6,3,20,13,10,4
2406,-1,1,9,10,1,4,14,1,4
2407,-1,1,9,18,16,17,1,16,18
2408,1,1,10,2,10,5,3,18,3
2409,-1,1,10,3,6,1,2,6,15
2410,-1,1,10,4,9,3,9,13,16
2411,1,1,10,8,1,1,14,20,16
2412,-1,1,10,9,9,14,10,13,6
2413,-1,1,10,10,14,16,16,1,16
2414,-1,1,10,16,4,4,17,17,1
2415,-1,1,11,1,6,14,16,13,18
2416,-1,1,12,3,6,13,11,13,14
2417,-1,1,12,5,13,1,12,18,11
2418,-1,1,12,16,1,5,18,4,15
2419,-1,1,12,18,11,3,18,8,1
2420,-1,1,13,8,20,4,10,17,16
2421,-1,1,13,10,12,13,9,1,12
2422,-1,1,13,13,6,9,4,9,14
2423,-1,1,14,1,3,4,6,14,1
2424,-1,1,14,3,4,8,13,1,10
2425,-1,1,14,9,11,11,8,6,15
2426,1,1,14,12,15,1,4,8,9
2427,-1,1,14,20,16,6,1,14,18
2428,-1,1,15,1,10,3,6,1,2
2429,1,1,15,18,10,17,18,8,12
2430,-1,1,16,1,1,1,18,3,1
2431,-1,1,16,1,16,1,16,1,4
2432,-1,1,16,1,17,5,13,11,14
2433,-1,1,16,2,4,3,8,1,15
2434,1,1,16,3,18,10,4,10,17
2435,-1,1,16,16,17,17,16,17,6
2436,-1,1,17,4,3,9,4,1,10
2437,-1,1,17,4,13,4,10,10,3
2438,-1,1,17,5,13,11,14,2,16
2439,-1,1,17,18,9,9,6,9,13
2440,-1,1,17,18,17,9,13,18,6
2441,-1,1,18,2,9,1,6,1,18
2442,-1,1,18,3,1,6,11,1,11
2443,-1,1,18,3,6,4,13,10,6
2444,1,1,18,3,10,18,4,4,4
2445,-1,1,18,4,9,6,18,13,10
2446,-1,1,18,13,4,17,10,9,9
2447,1,2,8,11,10,16,6,4,17
2448,-1,2,9,1,6,1,18,4,9
2449,-1,2,9,1,6,5,1,6,3
2450,-1,2,10,8,8,12,12,7,12
2451,1,2,10,12,5,8,4,4,12
2452,-1,2,13,16,6,13,14,13,15
2453,-1,2,13,17,4,8,8,1,5
2454,-1,2,18,18,6,17,9,9,15
2455,-1,2,20,10,3,1,6,10,1
2456,-1,3,1,3,10,17,3,17,1
2457,-1,3,1,4,10,9,1,10,10
2458,-1,3,1,6,1,16,1,17,5
2459,-1,3,1,6,11,1,11,1,6
2460,-1,3,1,14,1,3,4,6,14
2461,1,3,2,1,5,11,18,3,12
2462,1,3,2,8,11,10,16,6,4
2463,1,3,3,3,20,18,4,4,6
2464,1,3,3,10,3,5,4,17,6
2465,1,3,4,3,6,10,4,10,3
2466,-1,3,4,4,4,14,10,10,15
2467,-1,3,4,6,18,10,9,18,8
2468,-1,3,4,8,13,1,10,16,18
2469,-1,3,4,10,3,14,9,11,15
2470,-1,3,4,16,17,6,16,8,1
2471,-1,3,4,18,10,18,1,6,5
2472,-1,3,4,20,4,14,10,16,16
2473,1,3,5,18,11,10,9,6,2
2474,-1,3,6,1,13,6,6,6,9
2475,-1,3,6,3,4,13,6,13,14
2476,-1,3,6,6,18,18,11,6,16
2477,-1,3,6,13,11,13,14,17,15
2478,-1,3,6,14,4,1,13,8,20
2479,-1,3,6,17,10,17,1,13,15
2480,1,3,8,1,1,10,18,18,3
2481,-1,3,8,1,18,3,6,4,13
2482,-1,3,8,16,13,9,14,3,4
2483,-1,3,9,4,1,10,9,9,14
2484,-1,3,9,18,13,9,17,1,4
2485,1,3,10,1,10,10,4,3,10
2486,-1,3,10,4,13,17,18,8,3
2487,-1,3,10,14,12,3,4,18,1
2488,-1,3,10,17,3,17,1,14,17
2489,1,3,11,18,11,1,17,18,9
2490,-1,3,12,4,1,8,20,3,8
2491,-1,3,12,6,16,6,11,2,9
2492,-1,3,13,4,18,17,3,4,4
2493,-1,3,13,6,3,16,3,8,8
2494,-1,3,14,6,6,10,4,1,18
2495,-1,3,14,9,13,10,1,14,15
2496,-1,3,14,18,1,12,16,1,5
2497,1,3,15,4,3,10,18,20,14
2498,-1,3,16,5,6,6,3,1,14
2499,1,3,17,1,18,10,18,8,3
2500,-1,3,17,8,4,8,8,17,3
2501,-1,3,17,16,18,3,10,4,4
2502,-1,3,18,3,6,17,10,17,1
2503,1,3,18,4,1,10,4,12,16
2504,-1,3,18,5,16,13,8,6,4
2505,-1,3,18,6,14,10,6,10,6
2506,-1,3,18,16,4,4,17,11,6
2507,1,3,18,18,11,1,1,17,4
2508,1,3,19,18,5,18,16,16,9
2509,1,3,20,1,16,18,4,18,16
2510,1,3,20,3,16,18,4,14,3
2511,-1,3,20,13,10,4,1,18,15
2512,-1,4,1,3,3,3,9,9,15
2513,1,4,1,4,6,14,14,17,15
2514,-1,4,1,4,12,14,1,4,16
2515,-1,4,1,8,20,3,8,2,15
2516,-1,4,1,9,4,10,18,6,15
2517,-1,4,1,10,9,9,14,10,13
2518,-1,4,1,10,16,4,4,17,17
2519,-1,4,1,12,5,13,1,12,18
2520,-1,4,1,13,8,20,4,10,17
2521,-1,4,1,13,10,12,13,9,1
2522,1,4,1,18,10,17,4,4,10
2523,-1,4,3,9,4,1,10,9,9
2524,-1,4,3,14,6,6,10,4,1
2525,-1,4,4,1,3,3,3,9,9
2526,-1,4,4,1,4,12,14,1,4
2527,-1,4,4,1,9,4,10,18,6
2528,1,4,4,3,15,4,18,1,1
2529,-1,4,4,4,1,4,12,14,1
2530,-1,4,4,4,4,4,4,4,4
2531,-1,4,4,4,4,4,4,4,6
2532,-1,4,4,4,4,4,4,6,6
2533,-1,4,4,4,4,4,6,6,10
2534,-1,4,4,4,4,6,6,10,15
2535,1,4,4,4,11,17,18,18,4
2536,-1,4,4,4,16,6,1,13,6
2537,-1,4,4,6,4,4,4,4,4
2538,-1,4,4,6,8,18,10,6,6
2539,-1,4,4,8,1,1,16,9,2
2540,-1,4,4,8,3,12,1,13,4
2541,-1,4,4,9,9,1,5,11,6
2542,-1,4,4,9,9,9,4,18,13
2543,-1,4,4,10,3,4,4,4,14
2544,1,4,4,10,15,4,8,10,16
2545,-1,4,4,12,3,4,18,10,18
2546,-1,4,4,13,3,17,9,10,1
2547,-1,4,4,16,6,1,13,6,4
2548,-1,4,4,16,13,8,4,14,10
2549,-1,4,4,17,6,4,1,10,16
2550,-1,4,4,17,17,1,6,4,14
2551,1,4,4,18,11,13,18,10,4
2552,-1,4,5,3,6,6,18,18,11
2553,-1,4,5,14,17,9,17,4,4
2554,-1,4,6,3,14,9,13,10,1
2555,-1,4,6,4,4,4,4,4,4
2556,-1,4,6,6,6,1,9,5,9
2557,-1,4,6,8,18,10,6,6,6
2558,-1,4,6,10,9,11,18,4,9
2559,-1,4,6,16,10,14,12,6,18
2560,-1,4,6,18,10,9,18,8,9
2561,1,4,7,6,10,18,18,8,1
2562,-1,4,8,1,1,16,9,2,15
2563,-1,4,8,3,12,1,13,4,4
2564,1,4,8,4,1,8,4,10,13
2565,-1,4,8,8,1,5,16,3,15
2566,-1,4,8,8,1,5,16,12,15
2567,-1,4,8,10,16,16,10,10,13
2568,-1,4,8,13,1,10,16,18,16
2569,1,4,8,14,4,5,18,9,3
2570,1,4,8,18,10,13,4,12,1
2571,-1,4,9,1,14,3,4,8,13
2572,-1,4,9,3,9,13,16,10,15
2573,-1,4,9,3,14,3,6,6,15
2574,-1,4,9,6,18,13,10,20,15
2575,-1,4,9,9,1,5,11,6,13
2576,-1,4,9,9,9,4,18,13,1
2577,-1,4,9,14,14,14,3,14,18
2578,-1,4,9,16,10,6,10,16,9
2579,-1,4,9,16,18,16,14,9,18
2580,1,4,9,18,5,10,1,14,9
2581,1,4,9,18,10,1,17,18,17
2582,-1,4,10,2,7,14,19,10,15
2583,-1,4,10,3,4,4,4,14,10
2584,-1,4,10,3,6,1,13,6,6
2585,-1,4,10,4,11,12,16,3,10
2586,1,4,10,4,17,10,15,1,14
2587,-1,4,10,9,1,10,10,14,16
2588,-1,4,10,9,9,4,4,8,9
2589,-1,4,10,10,3,3,14,4,1
2590,-1,4,10,13,3,6,9,9,15
2591,-1,4,10,13,11,3,13,9,10
2592,1,4,10,16,10,10,4,9,16
2593,-1,4,10,16,10,10,6,9,9
2594,-1,4,10,17,3,3,12,5,4
2595,-1,4,10,17,16,14,5,17,6
2596,-1,4,11,1,3,6,20,1,18
2597,-1,4,11,4,9,14,14,14,3
2598,-1,4,11,12,13,6,20,4,18
2599,-1,4,11,12,16,3,10,9,1
2600,-1,4,12,1,4,9,4,10,4
2601,-1,4,12,3,4,18,10,18,1
2602,-1,4,12,16,1,6,1,17,20
2603,-1,4,12,18,18,8,18,1,16
2604,-1,4,13,3,17,9,10,1,15
2605,-1,4,13,4,10,10,3,3,14
2606,-1,4,13,17,10,3,4,10,3
2607,-1,4,13,17,18,8,3,4,18
2608,-1,4,14,3,6,3,4,13,6
2609,-1,4,14,9,12,8,1,18,4
2610,-1,4,14,10,16,16,4,1,10
2611,-1,4,14,18,1,12,16,1,5
2612,-1,4,14,18,4,10,13,3,6
2613,-1,4,16,6,1,13,6,4,4
2614,1,4,16,8,3,6,14,13,6
2615,-1,4,16,8,16,9,17,12,15
2616,-1,4,16,9,4,14,18,1,12
2617,-1,4,16,13,8,4,14,10,4
2618,-1,4,16,17,6,16,8,1,9
2619,-1,4,17,1,9,6,3,20,13
2620,-1,4,17,6,3,1,6,1,16
2621,-1,4,17,6,4,1,10,16,4
